年月日时分	站点名称	气温	降水	瞬时风向	瞬时风速	瞬时能见度	相对湿度	瞬时气压	一小时最高气温	一小时最低气温	一小时最大风速	一小时最大风速时风向
201503181330	交大	17.6	0	209	1.3	////	////	////	18.2	17.2	5.7	338
201503181340	交大	17.1	0	333	5.6	////	////	////	18.2	17.1	6.4	353
201503181350	交大	17.4	0	336	1.5	////	////	////	18.2	17	6.5	330
201503181400	交大	17.5	0	330	1.3	////	////	////	18.2	17	6.5	330
201503181410	交大	17.4	0	333	2.5	////	////	////	17.4	17	5.9	333
201503181420	交大	16.7	0	12	5.2	////	////	////	17.4	16.6	6.3	336
201503181430	交大	16.7	0	7	0.8	////	////	////	17.4	16.6	6.3	336
201503181440	交大	16.8	0	302	1.4	////	////	////	17.4	16.6	6.3	336
201503181450	交大	16.5	0	353	1.9	////	////	////	17.4	16.4	6.3	336
201503181500	交大	16.4	0	330	3.5	////	////	////	17.4	16.3	6.3	336
201503181510	交大	16	0	353	3.8	////	////	////	16.3	16	5.3	344
201503181520	交大	16.4	0	234	0.9	////	////	////	16.4	16	5.3	341
201503181530	交大	16.4	0	333	2	////	////	////	16.5	16	5.3	341
201503181540	交大	16.1	0	327	0.9	////	////	////	16.5	16	5.7	338
201503181550	交大	15.9	0	52	2	////	////	////	16.5	15.9	5.7	338
201503181600	交大	15.9	0	322	1.7	////	////	////	16.5	15.9	5.7	338
201503181610	交大	15.9	0	322	2.3	////	////	////	16	15.8	4.7	310
201503181620	交大	16	0	4	2.6	////	////	////	16	15.8	4.9	327
201503181630	交大	16.1	0	4	1.6	////	////	////	16.2	15.8	4.9	327
201503181640	交大	15.9	0	299	0.8	////	////	////	16.2	15.8	6	319
201503181650	交大	15.7	0	7	2.4	////	////	////	16.2	15.7	6	319
201503181700	交大	15.4	0	29	2.3	////	////	////	16.2	15.4	6	319
201503181710	交大	15.3	0	32	1.6	////	////	////	15.4	15.2	4.6	38
201503181720	交大	15.2	0	310	0.3	////	////	////	15.4	15.2	5	330
201503181730	交大	15.2	0	336	2.9	////	////	////	15.4	15.2	5	330
201503181740	交大	15.1	0	347	0.6	////	////	////	15.4	15.1	5	330
201503181750	交大	15.2	0	327	1.7	////	////	////	15.4	15.1	5	330
201503181800	交大	15	0	12	1.8	////	////	////	15.4	15	5	330
201503181810	交大	14.8	0	353	1.9	////	////	////	15	14.8	4.9	330
201503181820	交大	14.7	0	4	1.6	////	////	////	15	14.7	4.9	330
201503181830	交大	14.6	0	299	0.5	////	////	////	15	14.6	4.9	330
201503181840	交大	14.3	0	9	0.7	////	////	////	15	14.3	4.9	330
201503181850	交大	14.2	0	277	0.7	////	////	////	15	14.2	4.9	330
201503181900	交大	14.3	0	333	1.3	////	////	////	15	14.2	4.9	330
201503181910	交大	14.2	0	347	1.5	////	////	////	14.3	14.2	3.8	333
201503181920	交大	14	0	26	3.1	////	////	////	14.3	14	5.6	344
201503181930	交大	13.7	0	347	2.2	////	////	////	14.3	13.7	5.6	344
201503181940	交大	13.4	0	302	1.3	////	////	////	14.3	13.4	5.8	324
201503181950	交大	13.4	0	338	4.9	////	////	////	14.3	13.4	6	277
201503182000	交大	13.1	0	355	1.4	////	////	////	14.3	13.1	6	277
201503182010	交大	12.9	0	66	1.3	////	////	////	13.1	12.9	4.4	60
201503182020	交大	12.8	0	105	2.2	////	////	////	13.1	12.8	4.4	60
201503182030	交大	12.6	0	7	2.6	////	////	////	13.1	12.6	5.2	29
201503182040	交大	12.7	1.8	218	0	////	////	////	13.1	12.6	5.2	29
201503182050	交大	12	5.2	32	1.6	////	////	////	13.1	12	5.2	29
201503182100	交大	12	6.7	274	0.5	////	////	////	13.1	11.8	5.2	29
201503182110	交大	11.8	0.4	358	0	////	////	////	12	11.8	2.5	38
201503182120	交大	12	1	265	1	////	////	////	12	11.8	2.5	38
201503182130	交大	11.9	1.6	344	0.6	////	////	////	12	11.8	3.4	333
201503182140	交大	11.9	1.9	1	1.3	////	////	////	12	11.8	3.5	330
201503182150	交大	11.7	2	4	1.3	////	////	////	12	11.7	3.8	338
201503182200	交大	11.9	2.2	274	1	////	////	////	12	11.7	3.8	338
201503182210	交大	11.8	0.5	40	0.4	////	////	////	11.9	11.8	2.7	338
201503182220	交大	11.7	0.8	299	0.1	////	////	////	11.9	11.7	3.1	358
201503182230	交大	11.8	0.9	336	1.8	////	////	////	11.9	11.7	3.4	322
201503182240	交大	11.8	1	299	0.9	////	////	////	11.9	11.7	3.4	322
201503182250	交大	11.7	1.1	296	0.8	////	////	////	11.9	11.7	3.4	322
201503182300	交大	11.6	1.3	350	2.7	////	////	////	11.9	11.6	4.5	4
201503182310	交大	11.4	0.4	333	1.8	////	////	////	11.5	11.4	5.4	338
201503182320	交大	11.2	0.7	46	2.2	////	////	////	11.5	11.2	6.5	344
201503182330	交大	11.1	1	353	1.5	////	////	////	11.5	11.1	6.5	344
201503182340	交大	11	1.3	18	0	////	////	////	11.5	11	6.5	344
201503182350	交大	10.9	1.3	4	1.1	////	////	////	11.5	10.8	6.5	344
201503190000	交大	10.9	1.4	350	0.8	////	////	////	11.5	10.8	6.5	344
201503190010	交大	10.8	0	299	2.9	////	////	////	10.9	10.8	4.8	12
201503190020	交大	10.8	0	80	1.8	////	////	////	10.9	10.8	4.8	12
201503190030	交大	10.8	0.1	7	1.3	////	////	////	10.9	10.7	4.8	12
201503190050	交大	10.9	0.1	341	2.7	////	////	////	10.9	10.7	5.6	344
201503190100	交大	10.9	0.1	350	2.3	////	////	////	10.9	10.7	5.6	344
201503190110	交大	10.8	0	344	1.3	////	////	////	10.8	10.8	4.2	313
201503190120	交大	10.7	0	344	2	////	////	////	10.8	10.7	4.3	333
201503190130	交大	10.8	0	12	1	////	////	////	10.8	10.7	4.3	333
201503190140	交大	10.9	0	336	4.1	////	////	////	10.9	10.7	4.3	333
201503190150	交大	10.9	0	15	2.3	////	////	////	11	10.7	5.1	336
201503190200	交大	11	0	35	1.5	////	////	////	11	10.7	5.6	299
201503190210	交大	10.8	0	7	1.8	////	////	////	11	10.8	3.3	353
201503190220	交大	10.8	0	46	2.8	////	////	////	11	10.8	4.2	338
201503190230	交大	10.7	0	350	1.4	////	////	////	11	10.7	4.5	322
201503190240	交大	10.7	0	344	1.6	////	////	////	11	10.6	4.6	327
201503190250	交大	10.6	0	187	0.4	////	////	////	11	10.6	4.6	327
201503190300	交大	10.5	0	291	1.3	////	////	////	11	10.5	4.6	327
201503190310	交大	10.6	0	277	1.5	////	////	////	10.6	10.5	3.5	333
201503190320	交大	10.5	0	7	1.8	////	////	////	10.6	10.5	3.5	333
201503190330	交大	10.5	0	254	0.5	////	////	////	10.6	10.5	5.2	316
201503190340	交大	10.6	0	322	1.6	////	////	////	10.6	10.5	5.2	316
201503190350	交大	10.6	0	299	1.3	////	////	////	10.6	10.5	5.2	316
201503190400	交大	10.5	0	358	2.3	////	////	////	10.6	10.5	5.9	319
201503190410	交大	10.5	0	313	1.3	////	////	////	10.6	10.5	4.6	327
201503190420	交大	10.5	0	344	1.4	////	////	////	10.6	10.5	5.5	15
201503190430	交大	10.5	0	285	1.6	////	////	////	10.6	10.5	5.5	15
201503190440	交大	10.6	0	293	2.1	////	////	////	10.6	10.5	5.5	15
201503190450	交大	10.6	0	333	2.7	////	////	////	10.6	10.5	5.5	15
201503190500	交大	10.5	0	333	3	////	////	////	10.6	10.5	5.5	15
201503190510	交大	10.5	0	319	1.1	////	////	////	10.5	10.5	4.1	7
201503190520	交大	10.6	0	316	1	////	////	////	10.6	10.5	4.1	7
201503190530	交大	10.7	0	268	1.5	////	////	////	10.7	10.5	4.1	7
201503190540	交大	10.7	0	296	2	////	////	////	10.7	10.5	4.1	7
201503190550	交大	10.6	0	330	1.1	////	////	////	10.7	10.5	4.1	7
201503190600	交大	10.7	0	327	1.6	////	////	////	10.7	10.5	4.1	7
201503190610	交大	10.7	0	12	0.9	////	////	////	10.7	10.7	4.4	347
201503190620	交大	10.7	0	7	0.9	////	////	////	10.7	10.7	4.4	347
201503190630	交大	10.7	0	299	1.9	////	////	////	10.7	10.7	4.4	347
201503190640	交大	10.8	0	288	1.5	////	////	////	10.8	10.7	4.4	347
201503190650	交大	10.8	0	327	2	////	////	////	10.8	10.7	4.4	347
201503190700	交大	10.8	0	274	2.2	////	////	////	10.8	10.7	4.4	347
201503190710	交大	11	0	327	0.9	////	////	////	11	10.8	3.2	310
201503190720	交大	11.1	0	327	1.4	////	////	////	11.1	10.8	3.2	310
201503190730	交大	11.2	0	7	1.8	////	////	////	11.2	10.8	4.5	344
201503190740	交大	11.4	0	336	2	////	////	////	11.4	10.8	4.5	344
201503190750	交大	11.5	0	38	2.3	////	////	////	11.5	10.8	5.1	1
201503190800	交大	11.6	0	29	2.6	////	////	////	11.6	10.8	5.4	26
201503190810	交大	11.7	0	330	2.6	////	////	////	11.7	11.5	4.4	344
201503190820	交大	12	0	299	2.1	////	////	////	12	11.5	4.8	322
201503190830	交大	12.3	0	353	1.4	////	////	////	12.3	11.5	4.8	322
201503190840	交大	12.3	0	15	2.1	////	////	////	12.4	11.5	4.8	322
201503190850	交大	12.5	0	254	1.4	////	////	////	12.5	11.5	4.9	40
201503190900	交大	12.4	0	4	2.2	////	////	////	12.6	11.5	4.9	40
201503190910	交大	12.6	0	310	1.4	////	////	////	12.6	12.4	3.9	347
201503190920	交大	12.5	0	322	0.6	////	////	////	12.6	12.4	3.9	347
201503190940	交大	13	0	7	2	////	////	////	13	12.4	4.4	26
201503190950	交大	13	0	319	0.3	////	////	////	13.1	12.4	4.4	26
201503191000	交大	13.1	0	7	1.9	////	////	////	13.3	12.4	5.4	322
201503191010	交大	13.3	0	358	1.7	////	////	////	13.3	13.1	4.4	32
201503191020	交大	13.8	0	1	3	////	////	////	13.8	13.1	4.4	32
201503191030	交大	13.7	0	310	0.3	////	////	////	13.9	13.1	4.4	32
201503191040	交大	14.1	0	353	0.4	////	////	////	14.1	13.1	4.4	32
201503191050	交大	14.6	0	330	1	////	////	////	14.6	13.1	4.4	32
201503191100	交大	15.3	0	308	1.3	////	////	////	15.3	13.1	4.4	32
201503191110	交大	15.2	0	49	0.5	////	////	////	15.3	14.9	3.9	46
201503191120	交大	15.6	0	23	1.2	////	////	////	15.7	14.9	3.9	46
201503191130	交大	15.9	0	15	2.1	////	////	////	15.9	14.9	4.2	29
201503191150	交大	16	0	40	4.1	////	////	////	16.3	14.9	6	63
201503191200	交大	16.1	0	68	3.4	////	////	////	16.3	14.9	6	63
201503191210	交大	16.7	0	63	1.9	////	////	////	16.8	16.1	6.1	32
201503191300	交大	17.4	0	344	0.8	////	////	////	18	16.1	6.1	32
201503191310	交大	17.4	0	80	1.5	////	////	////	17.4	17	3.3	88
201503191320	交大	17.2	0	15	0	////	////	////	17.5	17	3.5	63
201503191340	交大	17.4	0	80	0	////	////	////	17.5	17	3.5	63
201503191350	交大	17	0	192	0	////	////	////	17.5	16.8	3.5	63
201503191400	交大	17	0	347	0	////	////	////	17.5	16.8	3.5	63
201503191410	交大	17	0	74	2	////	////	////	17	16.9	2.3	54
201503191420	交大	17	0	128	0	////	////	////	17.1	16.9	2.3	54
201503191430	交大	17	0	77	1.2	////	////	////	17.3	16.9	2.5	97
201503191440	交大	17.3	0	63	1.3	////	////	////	17.3	16.9	2.5	97
201503191450	交大	18.2	0	88	2.5	////	////	////	18.2	16.9	2.6	113
201503191500	交大	17.7	0	105	2.9	////	////	////	18.2	16.9	3.9	85
201503191510	交大	18.3	0	77	2.6	////	////	////	18.4	17.5	4.1	60
201503191520	交大	17.6	0	29	3.1	////	////	////	18.4	17.5	4.1	60
201503191530	交大	17.8	0	105	2.3	////	////	////	18.4	17.5	4.4	66
201503191540	交大	17.7	0	147	1.1	////	////	////	18.4	17.5	4.4	66
201503191550	交大	17.9	0	116	2.8	////	////	////	18.4	17.4	4.4	66
201503191600	交大	17.4	0	130	2.1	////	////	////	18.4	17.4	4.5	97
201503191610	交大	17.1	0	94	1.2	////	////	////	17.6	17.1	3.8	91
201503191620	交大	17.2	0	83	3.1	////	////	////	17.6	17.1	3.8	91
201503191640	交大	17	0	105	0.5	////	////	////	17.6	16.9	3.8	66
201503191650	交大	16.8	0	85	1.9	////	////	////	17.6	16.8	3.8	66
201503191700	交大	16.6	0	108	1.7	////	////	////	17.6	16.6	3.8	66
201503191710	交大	16.6	0	99	2.1	////	////	////	16.7	16.6	3.2	85
201503191720	交大	16.5	0	88	0.8	////	////	////	16.7	16.5	3.9	108
201503191730	交大	16.4	0	91	2.4	////	////	////	16.7	16.4	3.9	108
201503191740	交大	16.3	0	94	2.2	////	////	////	16.7	16.3	3.9	108
201503191750	交大	16.1	0	97	2.4	////	////	////	16.7	16.1	3.9	108
201503191800	交大	16	0	85	1.1	////	////	////	16.7	16	4.5	113
201503191810	交大	15.9	0	142	3.5	////	////	////	16	15.9	4	102
201503191820	交大	15.7	0	102	1.4	////	////	////	16	15.7	4	102
201503191830	交大	15.7	0	122	2	////	////	////	16	15.7	4	102
201503191840	交大	15.6	0	122	1.9	////	////	////	16	15.6	4	102
201503191850	交大	15.5	0	139	1	////	////	////	16	15.5	4	102
201503191900	交大	15.2	0	99	1.8	////	////	////	16	15.2	4	102
201503191910	交大	15.1	0	147	2.6	////	////	////	15.2	15.1	3.8	128
201503191920	交大	14.6	0	99	1.4	////	////	////	15.2	14.6	4.2	133
201503191930	交大	14.4	0	130	0.9	////	////	////	15.2	14.4	4.2	133
201503191940	交大	14.3	0	102	2.5	////	////	////	15.2	14.3	4.2	133
201503191950	交大	14.2	0	173	1.2	////	////	////	15.2	14.2	4.2	133
201503192000	交大	14.1	0	119	2.5	////	////	////	15.2	14.1	4.2	133
201503192010	交大	14	0	170	1.4	////	////	////	14.1	14	2.4	133
201503192020	交大	13.9	0	150	0.8	////	////	////	14.1	13.9	2.5	125
201503192030	交大	13.8	0	113	0.9	////	////	////	14.1	13.8	3.2	130
201503192040	交大	13.7	0	116	1	////	////	////	14.1	13.7	3.2	130
201503192050	交大	13.5	0	105	1.3	////	////	////	14.1	13.5	3.2	130
201503192100	交大	13.4	0	175	0.1	////	////	////	14.1	13.4	3.2	130
201503192110	交大	13.4	0	136	1.1	////	////	////	13.4	13.3	2.2	136
201503192120	交大	13.3	0	128	1.3	////	////	////	13.4	13.3	2.2	136
201503192130	交大	13.3	0	102	1.1	////	////	////	13.4	13.3	2.2	97
201503192140	交大	13.3	0	128	1.5	////	////	////	13.4	13.3	2.3	102
201503192150	交大	13.1	0	130	1.6	////	////	////	13.4	13.1	2.3	97
201503192200	交大	13.1	0	91	0.8	////	////	////	13.4	13.1	2.3	97
201503192210	交大	13.2	0	119	0.6	////	////	////	13.2	13.1	1.8	102
201503192220	交大	13.1	0	212	0	////	////	////	13.2	13.1	1.8	102
201503192230	交大	13.2	0	102	0.3	////	////	////	13.2	13.1	1.8	102
201503192240	交大	13.2	0	156	0.9	////	////	////	13.3	13.1	1.8	102
201503192250	交大	13.2	0	122	0.7	////	////	////	13.3	13.1	1.8	102
201503192300	交大	13.1	0	88	1	////	////	////	13.3	13.1	1.9	142
201503192310	交大	13.1	0	175	0.9	////	////	////	13.1	13.1	1.3	150
201503192320	交大	13	0	220	0.9	////	////	////	13.1	13	1.6	181
201503192330	交大	13	0	122	0.8	////	////	////	13.1	13	2	97
201503192340	交大	13	0	97	1.4	////	////	////	13.1	13	2.1	133
201503192350	交大	12.9	0	71	1.3	////	////	////	13.1	12.9	2.1	105
201503200000	交大	12.9	0	142	1.3	////	////	////	13.1	12.9	2.1	105
201503200010	交大	12.9	0	113	1.7	////	////	////	12.9	12.9	2.7	88
201503200020	交大	12.9	0	133	1.8	////	////	////	12.9	12.9	2.7	88
201503200030	交大	12.7	0	128	1	////	////	////	12.9	12.7	3.3	116
201503200040	交大	12.7	0	108	2.9	////	////	////	12.9	12.7	3.5	108
201503200050	交大	12.7	0	116	2.4	////	////	////	12.9	12.7	3.5	130
201503200100	交大	12.7	0	119	1.5	////	////	////	12.9	12.7	3.5	130
201503200110	交大	12.6	0	94	3.3	////	////	////	12.6	12.6	4.2	111
201503200120	交大	12.5	0	108	1.2	////	////	////	12.6	12.5	4.3	94
201503200140	交大	12.5	0	147	1.4	////	////	////	12.6	12.5	4.3	94
201503200150	交大	12.5	0	99	3.2	////	////	////	12.6	12.5	4.3	94
201503200200	交大	12.5	0	46	1.9	////	////	////	12.6	12.5	4.3	85
201503200210	交大	12.3	0	111	1.4	////	////	////	12.5	12.3	5.1	113
201503200220	交大	12.3	0	97	1	////	////	////	12.5	12.3	5.1	113
201503200230	交大	12.2	0	83	2.1	////	////	////	12.5	12.2	5.1	113
201503200240	交大	12.3	0	52	2.2	////	////	////	12.5	12.2	5.1	113
201503200250	交大	12.3	0	60	2.5	////	////	////	12.5	12.2	5.1	113
201503200300	交大	12.2	0	18	1.8	////	////	////	12.5	12.2	5.1	113
201503200310	交大	12.1	0	63	1.3	////	////	////	12.2	12.1	4.4	52
201503200320	交大	12.1	0	63	1.1	////	////	////	12.2	12.1	5.2	38
201503200330	交大	12.1	0	52	2.4	////	////	////	12.2	12.1	5.4	40
201503200340	交大	12.1	0	71	2.6	////	////	////	12.2	12.1	5.4	40
201503200350	交大	12	0	57	0.8	////	////	////	12.2	12	5.4	40
201503200400	交大	11.9	0	97	2	////	////	////	12.2	11.9	5.4	40
201503200410	交大	11.7	0	80	4	////	////	////	11.9	11.7	4.5	85
201503200420	交大	11.7	0	38	1.4	////	////	////	11.9	11.7	5.6	83
201503200430	交大	11.7	0	29	3.7	////	////	////	11.9	11.7	5.7	35
201503200440	交大	11.5	0	35	2.9	////	////	////	11.9	11.5	7.1	46
201503200450	交大	11.4	0	35	2.7	////	////	////	11.9	11.4	7.1	46
201503200500	交大	11.4	0	94	2.4	////	////	////	11.9	11.4	7.1	46
201503200510	交大	11.4	0	40	2.6	////	////	////	11.4	11.4	5.8	52
201503200520	交大	11.3	0	57	2.7	////	////	////	11.4	11.3	6.6	63
201503200530	交大	11.2	0	83	1	////	////	////	11.4	11.2	6.6	63
201503200540	交大	11.1	0	23	1	////	////	////	11.4	11.1	6.6	63
201503200550	交大	10.8	0.1	94	2.6	////	////	////	11.4	10.8	6.6	63
201503200600	交大	10.4	0.2	54	2	////	////	////	11.4	10.4	6.6	63
201503200610	交大	10.3	0.4	40	1.6	////	////	////	10.4	10.3	4.5	66
201503200620	交大	10.1	1.8	108	1.9	////	////	////	10.4	10.1	8.2	153
201503200630	交大	9.9	2.3	133	2.6	////	////	////	10.4	9.9	8.2	153
201503200640	交大	9.8	2.5	175	1.8	////	////	////	10.4	9.8	8.2	153
201503200650	交大	9.8	2.8	91	1.1	////	////	////	10.4	9.8	8.2	153
201503200700	交大	9.8	2.8	105	2.8	////	////	////	10.4	9.7	8.2	153
201503200710	交大	9.8	0.1	60	2.5	////	////	////	9.8	9.7	3.8	119
201503200720	交大	9.8	0.3	97	1.4	////	////	////	9.9	9.7	3.8	119
201503200730	交大	9.9	0.5	83	1.5	////	////	////	9.9	9.7	3.8	119
201503200740	交大	9.9	0.5	60	1.2	////	////	////	10	9.7	3.9	60
201503200750	交大	9.9	0.5	1	1.3	////	////	////	10	9.7	3.9	60
201503200800	交大	10	0.5	77	1.2	////	////	////	10	9.7	3.9	60
201503200810	交大	10.1	0	85	1.6	////	////	////	10.1	10.1	3.1	49
201503200820	交大	10.2	0	97	1.9	////	////	////	10.2	10.1	3.8	60
201503200830	交大	10.2	0	77	1.3	////	////	////	10.2	10.1	3.8	60
201503200840	交大	10.3	0	97	2.6	////	////	////	10.3	10.1	3.9	83
201503200850	交大	10.2	0	74	2.1	////	////	////	10.3	10.1	3.9	83
201503200900	交大	10.3	0	49	1.4	////	////	////	10.3	10.1	3.9	83
201503200910	交大	10.2	0	52	2.7	////	////	////	10.3	10.2	4.2	43
201503200920	交大	10.2	0	9	2.4	////	////	////	10.3	10.2	4.2	43
201503200930	交大	10	0	97	1.6	////	////	////	10.3	10	5.5	63
201503200940	交大	9.8	0	108	1.7	////	////	////	10.3	9.8	5.5	63
201503200950	交大	9.8	0	71	2.3	////	////	////	10.3	9.7	6.1	49
201503201000	交大	9.8	0	4	1.5	////	////	////	10.3	9.7	6.1	49
201503201010	交大	9.9	0	88	2.8	////	////	////	10	9.7	5.1	74
201503201020	交大	9.9	0	71	2.8	////	////	////	10	9.7	5.1	74
201503201030	交大	10	0	130	2.7	////	////	////	10	9.7	5.1	74
201503201040	交大	10.1	0	63	1.3	////	////	////	10.1	9.7	5.1	74
201503201050	交大	10.2	0	52	1.9	////	////	////	10.2	9.7	5.1	74
201503201100	交大	10.2	0	344	0.9	////	////	////	10.3	9.7	5.1	74
201503201110	交大	10.4	0	52	1	////	////	////	10.4	10.3	2.8	35
201503201120	交大	10.4	0	119	1	////	////	////	10.5	10.3	2.8	35
201503201130	交大	10.5	0	23	1.3	////	////	////	10.5	10.3	2.8	35
201503201140	交大	10.5	0	347	0.4	////	////	////	10.6	10.3	2.8	35
201503201150	交大	10.6	0	60	0.6	////	////	////	10.7	10.3	2.8	35
201503201200	交大	10.8	0	97	1.9	////	////	////	10.9	10.3	2.8	35
201503201210	交大	11.1	0	122	1.9	////	////	////	11.1	10.7	2.5	91
201503201220	交大	11	0	102	0.5	////	////	////	11.1	10.7	2.5	91
201503201230	交大	11.4	0	136	0.5	////	////	////	11.4	10.7	2.5	91
201503201240	交大	11.3	0	102	0.8	////	////	////	11.6	10.7	2.5	91
201503201250	交大	11.5	0	52	1.9	////	////	////	11.6	10.7	2.5	91
201503201300	交大	11.7	0	77	1.6	////	////	////	11.7	10.7	2.5	91
201503201310	交大	12	0	173	1.5	////	////	////	12.1	11.9	2.3	74
201503201320	交大	12.6	0	71	1.6	////	////	////	12.6	11.9	3	80
201503201330	交大	12.3	0	187	0.8	////	////	////	12.7	11.9	3.1	94
201503201340	交大	12.3	0	215	2	////	////	////	12.7	11.9	3.1	94
201503201350	交大	12.8	0	128	1.3	////	////	////	12.8	11.9	3.1	94
201503201400	交大	13.3	0	63	1	////	////	////	13.5	11.9	3.1	94
201503201410	交大	13.1	0	327	0.8	////	////	////	13.1	12.6	1.2	60
201503201420	交大	13.1	0	4	0	////	////	////	13.3	12.6	1.2	60
201503201430	交大	13.2	0	144	0.6	////	////	////	13.3	12.6	1.3	108
201503201440	交大	13	0	49	0	////	////	////	13.3	12.6	1.3	105
201503201450	交大	13.1	0	94	0	////	////	////	13.3	12.6	1.3	105
201503201500	交大	13.1	0	91	0	////	////	////	13.3	12.6	1.3	105
201503201510	交大	13.3	0	7	0	////	////	////	13.3	13.1	0	7
201503201520	交大	13.3	0	38	0	////	////	////	13.4	13.1	0	38
201503201530	交大	13.2	0	66	0	////	////	////	13.4	13.1	0	66
201503201540	交大	13.3	0	319	0.3	////	////	////	13.4	13.1	1.3	302
201503201550	交大	13.4	0	347	0.5	////	////	////	13.4	13.1	1.3	302
201503201600	交大	13.2	0	347	0.1	////	////	////	13.4	13.1	1.7	71
201503201610	交大	13.2	0	35	1.1	////	////	////	13.2	13.1	1.8	18
201503201620	交大	13.3	0	26	1	////	////	////	13.3	13.1	1.8	18
201503201630	交大	13.2	0	296	0.8	////	////	////	13.4	13.1	1.8	18
201503201640	交大	13.4	0	293	0	////	////	////	13.4	13.1	1.8	18
201503201650	交大	13.4	0	327	1	////	////	////	13.5	13.1	1.8	18
201503201700	交大	13.3	0	353	0.9	////	////	////	13.5	13.1	2.2	333
201503201710	交大	13.2	0	77	0	////	////	////	13.4	13.2	1.9	330
201503201720	交大	13.2	0.1	29	1.8	////	////	////	13.4	13.1	1.9	330
201503201730	交大	13.3	0.1	18	0.8	////	////	////	13.4	13.1	2.3	12
201503201740	交大	13.2	0.1	46	0.9	////	////	////	13.4	13.1	2.3	49
201503201750	交大	13.3	0.1	21	1.3	////	////	////	13.4	13.1	2.3	49
201503201800	交大	13.4	0.1	12	1.7	////	////	////	13.4	13.1	2.3	49
201503201810	交大	13.4	0	32	3.5	////	////	////	13.5	13.4	3.5	32
201503201820	交大	13.2	0	46	1.6	////	////	////	13.5	13.2	4	330
201503201830	交大	12.8	0	40	1.3	////	////	////	13.5	12.8	4	330
201503201840	交大	12.7	0	344	0.4	////	////	////	13.5	12.7	4	330
201503201850	交大	12.7	0.1	285	0.6	////	////	////	13.5	12.7	4	330
201503201900	交大	12.3	1.7	133	1.5	////	////	////	13.5	12.3	4	330
201503201910	交大	11.8	0.9	125	1.1	////	////	////	12.2	11.8	1.5	130
201503201920	交大	11.5	1.7	105	0.6	////	////	////	12.2	11.5	1.5	130
201503201930	交大	11.4	2.3	63	1.1	////	////	////	12.2	11.4	1.8	4
201503201940	交大	11.4	2.5	7	0	////	////	////	12.2	11.4	1.9	60
201503201950	交大	11.3	2.6	60	0.9	////	////	////	12.2	11.3	1.9	60
201503202000	交大	11.3	2.6	66	1.5	////	////	////	12.2	11.2	2.5	122
201503202010	交大	11.3	0	83	1	////	////	////	11.4	11.3	3.6	83
201503202020	交大	11.1	0	88	1.2	////	////	////	11.4	11.1	3.6	83
201503202030	交大	10.9	0	88	1.8	////	////	////	11.4	10.9	3.6	83
201503202040	交大	10.9	0	32	0.5	////	////	////	11.4	10.9	3.6	83
201503202050	交大	10.8	0	83	0.6	////	////	////	11.4	10.8	3.6	83
201503202100	交大	10.6	0	83	1.7	////	////	////	11.4	10.6	4.2	77
201503202110	交大	10.6	0	49	2.2	////	////	////	10.6	10.6	3.8	57
201503202120	交大	10.5	0	97	1.3	////	////	////	10.6	10.5	3.8	57
201503202130	交大	10.5	0	119	0.8	////	////	////	10.6	10.5	3.8	57
201503202140	交大	10.5	0	74	0.8	////	////	////	10.6	10.5	3.8	57
201503202150	交大	10.5	0	60	0.8	////	////	////	10.6	10.5	3.8	57
201503202200	交大	10.5	0.4	52	1	////	////	////	10.6	10.5	3.8	57
201503202210	交大	10.4	0.2	52	0.8	////	////	////	10.5	10.4	1.9	66
201503202220	交大	10.3	0.3	113	0.3	////	////	////	10.5	10.3	1.9	66
201503202230	交大	10.4	0.7	122	0.6	////	////	////	10.5	10.3	2.4	97
201503202240	交大	10.2	1	66	1.7	////	////	////	10.5	10.2	2.6	85
201503202250	交大	10.3	1.2	128	1.3	////	////	////	10.5	10.2	2.6	85
201503202300	交大	10	1.2	94	0.5	////	////	////	10.5	10	2.8	119
201503202310	交大	10.1	0.1	102	0.8	////	////	////	10.1	10	1.6	85
201503202320	交大	10.1	0.1	130	0.6	////	////	////	10.1	10	1.6	85
201503202330	交大	10	0.1	60	0.8	////	////	////	10.1	10	1.9	91
201503202340	交大	9.8	0.1	119	1	////	////	////	10.1	9.8	1.9	77
201503202350	交大	9.8	0.1	142	0.3	////	////	////	10.1	9.8	1.9	77
201503210000	交大	9.9	0.1	181	0.2	////	////	////	10.1	9.8	1.9	77
201503210010	交大	9.9	0	201	0.6	////	////	////	9.9	9.9	2.1	209
201503210020	交大	9.8	0	111	0.9	////	////	////	9.9	9.8	2.1	209
201503210030	交大	9.9	0	68	0	////	////	////	9.9	9.8	2.1	209
201503210040	交大	9.9	0	68	0	////	////	////	9.9	9.8	2.1	209
201503210050	交大	9.9	0	60	0	////	////	////	10	9.8	2.1	209
201503210100	交大	10	0	94	0.8	////	////	////	10	9.8	2.1	209
201503210110	交大	9.9	0	142	0	////	////	////	10	9.9	0.9	108
201503210120	交大	10	0	156	1	////	////	////	10	9.9	1.5	150
201503210140	交大	10	0	167	0	////	////	////	10	9.8	1.6	175
201503210150	交大	10	0.1	113	0.1	////	////	////	10	9.8	1.6	175
201503210200	交大	10.1	0.1	353	0.3	////	////	////	10.1	9.8	1.6	175
201503210210	交大	10.1	0	243	0	////	////	////	10.1	10.1	0.3	355
